"id","Akashiwo sanguinea ( cells/L )","Alexandrium ( cells/L )","Dinophysis ( cells/L )","Lingulodinium polyedra ( cells/L )","Pseudo-nitzschia delicatissima ( cells/L )","Pseudo-nitzschia seriata ( cells/L )"
"HABs-MontereyWharf_2015-03-25T07:00:00Z",0,0,141,0,0,0
"HABs-MontereyWharf_2015-04-01T07:00:00Z",0,0,0,0,643,7717
"HABs-MontereyWharf_2015-04-08T07:00:00Z",0,0,0,0,12217,47585
"HABs-MontereyWharf_2015-04-15T07:00:00Z",0,0,108,216,2814,27062
"HABs-MontereyWharf_2015-04-22T07:00:00Z",0,225,0,0,25433,178703
"HABs-MontereyWharf_2015-04-29T07:00:00Z",0,0,225,0,9453,138867
"HABs-MontereyWharf_2015-05-06T07:00:00Z",0,0,0,225,9449,151249
"HABs-MontereyWharf_2015-05-13T07:00:00Z",0,0,0,0,1498,51447
"HABs-MontereyWharf_2015-05-20T07:00:00Z",0,0,0,0,3292,70019
"HABs-MontereyWharf_2015-05-27T07:00:00Z",0,0,214,0,2144,112533
"HABs-MontereyWharf_2005-06-03T07:00:00Z",0,0,225,0,1800,44563
"HABs-MontereyWharf_2015-06-10T07:00:00Z",0,225,510,0,428,51873
"HABs-MontereyWharf_2015-06-17T07:00:00Z",0,0,865,0,2381,19268
"HABs-MontereyWharf_2015-06-24T07:00:00Z",0,0,214,0,10286,68595
"HABs-MontereyWharf_2015-07-01T07:00:00Z",0,0,0,0,3050,50465
"HABs-MontereyWharf_2015-07-08T07:00:00Z",0,0,643,0,1073,39868
"HABs-MontereyWharf_2015-07-15T07:00:00Z",0,0,0,0,0,26793
"HABs-MontereyWharf_2015-07-22T07:00:00Z",0,0,0,0,0,13932
"HABs-MontereyWharf_2015-07-29T07:00:00Z",429,0,215,0,3648,114030
"HABs-MontereyWharf_2015-08-05T07:00:00Z",0,0,429,0,0,2572
"HABs-MontereyWharf_2015-08-12T07:00:00Z",0,0,1071,0,643,42656
"HABs-MontereyWharf_2015-08-19T07:00:00Z",0,0,669,0,11370,194612
"HABs-MontereyWharf_2015-08-26T07:00:00Z",0,1500,429,0,16076,31723
"HABs-MontereyWharf_2015-09-02T07:00:00Z",0,0,0,0,9431,53587
"HABs-MontereyWharf_2015-09-09T07:00:00Z",0,0,214,0,19293,17575
"HABs-MontereyWharf_2015-09-16T07:00:00Z",643,1929,214,0,1499,26581
"HABs-MontereyWharf_2015-09-23T07:00:00Z",0,4716,0,0,429,NA
"HABs-MontereyWharf_2015-09-30T07:00:00Z",0,857,0,0,0,3644
"HABs-MontereyWharf_2015-10-07T07:00:00Z",0,1929,0,0,429,428
"HABs-MontereyWharf_2015-10-14T07:00:00Z",0,0,0,214,1286,643
"HABs-MontereyWharf_2015-10-21T07:00:00Z",0,0,214,0,1072,0
"HABs-MontereyWharf_2015-10-28T07:00:00Z",0,429,214,214,7288,3644
"HABs-MontereyWharf_2015-11-04T08:00:00Z",0,0,0,0,1783,1561
"HABs-MontereyWharf_2015-11-11T08:00:00Z",0,0,0,0,7717,3001
"HABs-MontereyWharf_2015-11-24T08:00:00Z",643,429,0,214,16505,16934
"HABs-MontereyWharf_2015-12-02T08:00:00Z",0,0,0,214,429,0
"HABs-MontereyWharf_2015-12-09T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2015-12-23T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2016-01-13T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2016-01-20T08:00:00Z",0,0,0,0,857,0
"HABs-MontereyWharf_2016-01-27T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2016-02-03T08:00:00Z",0,0,0,0,3858,0
"HABs-MontereyWharf_2016-02-11T08:00:00Z",0,0,214,0,4501,1500
"HABs-MontereyWharf_2016-02-17T08:00:00Z",0,0,214,0,643,0
"HABs-MontereyWharf_2016-02-24T08:00:00Z",0,0,0,0,6216,0
"HABs-MontereyWharf_2016-03-02T08:00:00Z",0,0,0,0,5358,5788
"HABs-MontereyWharf_2016-03-09T08:00:00Z",0,0,0,0,3215,1243
"HABs-MontereyWharf_2016-03-16T07:00:00Z",0,0,214,0,0,0
"HABs-MontereyWharf_2016-03-23T07:00:00Z",0,0,0,0,0,874.5
"HABs-MontereyWharf_2016-03-30T07:00:00Z",0,0,2143,0,0,0
"HABs-MontereyWharf_2016-04-12T07:00:00Z",0,428,0,0,1071,215
"HABs-MontereyWharf_2016-04-19T07:00:00Z",0,0,0,0,4501,3215
"HABs-MontereyWharf_2016-04-27T07:00:00Z",214,0,214,0,7202,4501
"HABs-MontereyWharf_2016-05-04T07:00:00Z",0,0,0,0,22507,17330
"HABs-MontereyWharf_2016-05-11T07:00:00Z",0,0,0,0,7427,17555
"HABs-MontereyWharf_2016-05-25T07:00:00Z",0,0,0,0,3826,56042
"HABs-MontereyWharf_2016-06-01T07:00:00Z",0,0,0,0,1125,164974
"HABs-MontereyWharf_2016-06-08T07:00:00Z",0,0,0,0,0,43212
"HABs-MontereyWharf_2016-06-15T07:00:00Z",0,0,0,0,0,121535
"HABs-MontereyWharf_2016-06-22T07:00:00Z",1070,856,214,214,214,42800
"HABs-MontereyWharf_2016-06-29T07:00:00Z",0,642,214,0,0,137290
"HABs-MontereyWharf_2016-07-06T07:00:00Z",0,0,214,0,0,121310
"HABs-MontereyWharf_2016-07-13T07:00:00Z",1070,0,856,0,0,130389
"HABs-MontereyWharf_2016-07-20T07:00:00Z",0,0,642,0,0,169529
"HABs-MontereyWharf_2016-07-27T07:00:00Z",0,0,214,0,1125,284710
"HABs-MontereyWharf_2016-08-03T07:00:00Z",0,0,214,0,0,235870
"HABs-MontereyWharf_2016-08-10T07:00:00Z",0,0,4951,0,0,14629
"HABs-MontereyWharf_2016-08-17T07:00:00Z",214,0,428,0,5623,127166
"HABs-MontereyWharf_2016-08-24T07:00:00Z",2000,428,428,0,0,127387
"HABs-MontereyWharf_2016-08-31T07:00:00Z",1070,0,642,0,0,64594
"HABs-MontereyWharf_2016-09-07T07:00:00Z",10700,0,0,0,3150,115910
"HABs-MontereyWharf_2016-09-14T07:00:00Z",10000,0,428,0,0,58967
"HABs-MontereyWharf_2016-09-21T07:00:00Z",17512,0,428,0,0,0
"HABs-MontereyWharf_2016-09-28T07:00:00Z",28803,0,214,0,0,0
"HABs-MontereyWharf_2016-10-05T07:00:00Z",24682,0,214,0,0,428
"HABs-MontereyWharf_2016-10-12T07:00:00Z",108460,0,214,0,0,214
"HABs-MontereyWharf_2016-10-19T07:00:00Z",38068,0,0,0,0,0
"HABs-MontereyWharf_2016-10-26T07:00:00Z",33518,0,214,0,0,214
"HABs-MontereyWharf_2016-11-02T07:00:00Z",19816,0,214,0,214,214
"HABs-MontereyWharf_2016-11-09T08:00:00Z",1070,0,428,0,0,1500
"HABs-MontereyWharf_2016-11-16T08:00:00Z",214,214,428,0,1350,2926
"HABs-MontereyWharf_2016-11-23T08:00:00Z",214,0,214,0,3788,3639
"HABs-MontereyWharf_2016-11-30T08:00:00Z",214,428,642,214,0,1070
"HABs-MontereyWharf_2016-12-12T08:00:00Z",428,1712,428,0,0,0
"HABs-MontereyWharf_2017-01-04T08:00:00Z",214,428,0,0,450,41412
"HABs-MontereyWharf_2017-01-11T08:00:00Z",214,642,1070,0,0,450
"HABs-MontereyWharf_2017-01-18T08:00:00Z",0,428,0,0,0,0
"HABs-MontereyWharf_2017-01-25T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2017-02-01T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2017-02-08T08:00:00Z",0,0,214,0,0,0
"HABs-MontereyWharf_2017-02-15T08:00:00Z",0,0,428,0,214,428
"HABs-MontereyWharf_2017-02-22T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2017-03-01T08:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2017-03-09T08:00:00Z",0,0,0,0,675,225
"HABs-MontereyWharf_2017-03-15T07:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2017-03-22T07:00:00Z",0,0,0,0,855,3421
"HABs-MontereyWharf_2017-03-29T07:00:00Z",0,0,214,0,495,4456
"HABs-MontereyWharf_2017-04-05T07:00:00Z",0,0,0,0,0,2000
"HABs-MontereyWharf_2017-04-12T07:00:00Z",0,0,214,0,3622,41648
"HABs-MontereyWharf_2017-04-19T07:00:00Z",214,0,642,0,8618,34471
"HABs-MontereyWharf_2017-05-03T07:00:00Z",214,0,214,0,11713,4555
"HABs-MontereyWharf_2017-05-10T07:00:00Z",0,0,0,0,745,36508
"HABs-MontereyWharf_2017-05-17T07:00:00Z",0,0,0,0,16269,12025
"HABs-MontereyWharf_2017-05-24T07:00:00Z",0,0,0,0,19509,305637
"HABs-MontereyWharf_2017-05-31T07:00:00Z",0,0,214,0,5621,64642
"HABs-MontereyWharf_2017-06-07T07:00:00Z",0,0,214,0,6086,146059
"HABs-MontereyWharf_2017-06-14T07:00:00Z",0,0,0,0,8012,72111
"HABs-MontereyWharf_2017-06-28T07:00:00Z",0,0,214,0,13666,83948
"HABs-MontereyWharf_2017-07-05T07:00:00Z",214,0,0,0,20829,276730
"HABs-MontereyWharf_2017-07-12T07:00:00Z",214,0,0,0,8842,167996
"HABs-MontereyWharf_2017-07-19T07:00:00Z",428,0,214,0,9757,478080
"HABs-MontereyWharf_2017-07-26T07:00:00Z",0,0,0,0,6090,196920
"HABs-MontereyWharf_2017-08-02T07:00:00Z",0,428,214,0,19335,156442
"HABs-MontereyWharf_2017-08-09T07:00:00Z",1070,428,856,0,17330,5176
"HABs-MontereyWharf_2017-08-16T07:00:00Z",214,214,1284,0,214,3826
"HABs-MontereyWharf_2017-08-23T07:00:00Z",0,40,20,0,20,2025
"HABs-MontereyWharf_2017-08-30T07:00:00Z",0,80,20,0,10,943
"HABs-MontereyWharf_2017-09-06T07:00:00Z",10,10,10,0,5602,17739
"HABs-MontereyWharf_2017-09-13T07:00:00Z",10,2357,1886,10,0,0
"HABs-MontereyWharf_2017-09-20T07:00:00Z",10,10,675,10,75,75
"HABs-MontereyWharf_2017-09-27T07:00:00Z",1000,0,1000,10,0,0
"HABs-MontereyWharf_2017-10-04T07:00:00Z",10,40,0,10,1650,200
"HABs-MontereyWharf_2017-10-11T07:00:00Z",1000,10,10,10,934,3310
"HABs-MontereyWharf_2017-10-18T07:00:00Z",5187,0,10,10,0,0
"HABs-MontereyWharf_2017-10-25T07:00:00Z",1000,0,10,1000,0,200
"HABs-MontereyWharf_2017-11-01T07:00:00Z",3000,0,10,4000,1798,8780
"HABs-MontereyWharf_2017-11-08T08:00:00Z",1000,0,10,39570,20,0
"HABs-MontereyWharf_2017-11-15T08:00:00Z",5000,0,30,5000,0,0
"HABs-MontereyWharf_2017-11-22T08:00:00Z",10000,0,30,5000,0,20
"HABs-MontereyWharf_2017-11-29T08:00:00Z",13675,0,100,2500,20,0
"HABs-MontereyWharf_2017-12-06T08:00:00Z",5000,0,30,0,338,338
"HABs-MontereyWharf_2017-12-20T08:00:00Z",10000,0,30,10000,6069,457
"HABs-MontereyWharf_2018-01-03T08:00:00Z",500,0,10,2000,563,563
"HABs-MontereyWharf_2018-01-10T08:00:00Z",250,0,10,0,0,0
"HABs-MontereyWharf_2018-01-17T08:00:00Z",250,0,20,0,3166,1560
"HABs-MontereyWharf_2018-01-24T08:00:00Z",500,0,10,500,0,0
"HABs-MontereyWharf_2018-01-31T08:00:00Z",1000,0,20,1000,684,2917
"HABs-MontereyWharf_2018-02-07T08:00:00Z",0,0,30,2000,6558,7396
"HABs-MontereyWharf_2018-02-14T08:00:00Z",1000,10,10,1000,12153,18455
"HABs-MontereyWharf_2018-02-22T08:00:00Z",20000,10,10,2000,0,50
"HABs-MontereyWharf_2018-02-28T08:00:00Z",10000,20,10,1500,2251,2251
"HABs-MontereyWharf_2018-03-07T08:00:00Z",5176,10,10,500,50,50
"HABs-MontereyWharf_2018-03-15T07:00:00Z",1000,50,50,500,1800,2701
"HABs-MontereyWharf_2018-03-21T07:00:00Z",0,0,10,0,4704,3848
"HABs-MontereyWharf_2018-03-28T07:00:00Z",0,10,10,0,3133,7670
"HABs-MontereyWharf_2018-04-11T07:00:00Z",0,0,10,0,98435,13423
"HABs-MontereyWharf_2018-04-18T07:00:00Z",500,0,10,0,11109,3133
"HABs-MontereyWharf_2018-04-25T07:00:00Z",10000,0,10,0,72387,28151
"HABs-MontereyWharf_2018-05-02T07:00:00Z",15000,0,100,0,6681,11375
"HABs-MontereyWharf_2018-05-09T07:00:00Z",20954,10,10,0,4204,4935
"HABs-MontereyWharf_2018-05-16T07:00:00Z",8025,10,10,0,5685,51161
"HABs-MontereyWharf_2018-05-23T07:00:00Z",3000,20,1000,1500,4026,5336
"HABs-MontereyWharf_2018-05-30T07:00:00Z",4681,0,10,0,17963,17258
"HABs-MontereyWharf_2018-06-20T07:00:00Z",0,0,10,0,135751,18511
"HABs-MontereyWharf_2018-06-27T07:00:00Z",0,0,10,0,2236,1553
"HABs-MontereyWharf_2018-07-11T07:00:00Z",500,0,10,0,103285,1043
"HABs-MontereyWharf_2018-07-18T07:00:00Z",10000,30,100,0,197563,1996
"HABs-MontereyWharf_2018-07-25T07:00:00Z",5000,50,7930,0,2357,0
"HABs-MontereyWharf_2018-08-01T07:00:00Z",800,200,1000,0,11403,600
"HABs-MontereyWharf_2018-08-08T07:00:00Z",3600,100,1071,0,69000,4093
"HABs-MontereyWharf_2018-08-15T07:00:00Z",100,10,10,0,32165,20565
"HABs-MontereyWharf_2018-08-22T07:00:00Z",0,0,300,0,0,1714
"HABs-MontereyWharf_2018-08-29T07:00:00Z",0,10,200,0,1934,424
"HABs-MontereyWharf_2018-09-05T07:00:00Z",0,10,1000,500,212,431
"HABs-MontereyWharf_2018-09-12T07:00:00Z",0,0,500,500,34870,7142
"HABs-MontereyWharf_2018-09-19T07:00:00Z",200,0,1000,0,116436,87838
"HABs-MontereyWharf_2018-09-26T07:00:00Z",160,10,1600,0,2118,14172
"HABs-MontereyWharf_2018-10-03T07:00:00Z",0,0,429,0,643,0
"HABs-MontereyWharf_2018-10-10T07:00:00Z",10,0,200,0,0,0
"HABs-MontereyWharf_2018-10-17T07:00:00Z",0,0,1286,0,0,0
"HABs-MontereyWharf_2018-10-24T07:00:00Z",0,0,10000,0,2778,2366
"HABs-MontereyWharf_2018-10-31T07:00:00Z",10,0,5000,100,4051,1736
"HABs-MontereyWharf_2018-11-07T08:00:00Z",0,0,250,0,9279,15799
"HABs-MontereyWharf_2018-11-14T08:00:00Z",10,0,50,0,1715,3643
"HABs-MontereyWharf_2018-12-19T08:00:00Z",0,0,0,10,645,855
"HABs-MontereyWharf_2019-01-09T08:00:00Z",0,0,15,0,1500,0
"HABs-MontereyWharf_2019-01-16T08:00:00Z",100,0,0,0,100,0
"HABs-MontereyWharf_2019-03-13T07:00:00Z",214,0,214,428,2652,3979
"HABs-MontereyWharf_2019-03-20T07:00:00Z",4500,456,428,0,15856,46814
"HABs-MontereyWharf_2019-03-28T07:00:00Z",0,1368,10,0,267,267
"HABs-MontereyWharf_2019-04-03T07:00:00Z",0,0,2,0,12999,40848
"HABs-MontereyWharf_2019-04-10T07:00:00Z",0,225,0,0,6,11
"HABs-MontereyWharf_2019-04-17T07:00:00Z",200,0,236,0,8963,3298
"HABs-MontereyWharf_2019-04-24T07:00:00Z",943,0,236,0,21212,4253
"HABs-MontereyWharf_2019-05-03T07:00:00Z",0,0,439,0,0,0
"HABs-MontereyWharf_2019-05-08T07:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2019-05-15T07:00:00Z",0,0,0,0,0,0
"HABs-MontereyWharf_2019-05-22T07:00:00Z",472,0,0,0,1179,1179
"HABs-MontereyWharf_2019-05-29T07:00:00Z",3205,200,247,0,190847,45057
"HABs-MontereyWharf_2019-06-05T07:00:00Z",472,236,0,0,113841,NA
"HABs-MontereyWharf_2019-06-12T07:00:00Z",627,418,627,0,0,8569
"HABs-MontereyWharf_2019-06-19T07:00:00Z",943,1,0,0,10600,46696
"HABs-MontereyWharf_2019-06-26T07:00:00Z",1929,1,241,0,2171,723
"HABs-MontereyWharf_2019-07-03T07:00:00Z",472,0,1886,0,943,0
"HABs-MontereyWharf_2019-07-10T07:00:00Z",230,0,461,0,11287,5534
"HABs-MontereyWharf_2019-07-17T07:00:00Z",1763,1,1511,0,96916,7858
"HABs-MontereyWharf_2019-07-24T07:00:00Z",1233,0,740,0,17994,17994
"HABs-MontereyWharf_2019-07-31T07:00:00Z",7642,0,986,0,1479,0
"HABs-MontereyWharf_2019-08-07T07:00:00Z",1511,0,247,0,3272,3780
"HABs-MontereyWharf_2019-08-14T07:00:00Z",20578,0,257,0,20586,10795
"HABs-MontereyWharf_2019-08-21T07:00:00Z",5546,482,723,0,5788,3858
"HABs-MontereyWharf_2019-08-28T07:00:00Z",17362,0,282,0,241,0
"HABs-MontereyWharf_2019-09-04T07:00:00Z",24404,0,0,0,0,0
"HABs-MontereyWharf_2019-09-11T07:00:00Z",8231,0,257,0,772,0
"HABs-MontereyWharf_2019-09-18T07:00:00Z",11816,0,0,0,5546,6511
"HABs-MontereyWharf_2019-10-02T07:00:00Z",7807,0,252,0,2770,756
"HABs-MontereyWharf_2019-10-09T07:00:00Z",1801,0,257,0,15176,9774
"HABs-MontereyWharf_2019-10-16T07:00:00Z",159,0,0,0,20054,2228
"HABs-MontereyWharf_2019-10-23T07:00:00Z",498,0,0,0,997,499
"HABs-MontereyWharf_2019-10-20T07:00:00Z",144,72,0,144,7215,2886
"HABs-MontereyWharf_2019-11-06T08:00:00Z",997,83,166,166,0,83
"HABs-MontereyWharf_2020-01-08T08:00:00Z",170,0,340,0,1019,1018
"HABs-MontereyWharf_2020-01-15T08:00:00Z",2037,0,679,3735,340,6451
"HABs-MontereyWharf_2020-01-22T08:00:00Z",298,0,149,149,1485,446
"HABs-MontereyWharf_2020-02-05T08:00:00Z",162,0,485,1778,1293,2102
"HABs-MontereyWharf_2020-02-12T08:00:00Z",1443,721,361,2705,4149,6493
"HABs-MontereyWharf_2020-02-19T08:00:00Z",651,81,163,81,81,4881
"HABs-MontereyWharf_2020-02-26T08:00:00Z",759,27,163,108,1573,1003
"HABs-MontereyWharf_2020-03-04T08:00:00Z",54,163,0,0,390,325
"HABs-MontereyWharf_2020-03-11T07:00:00Z",0,0,13,0,159,53
"HABs-MontereyWharf_2010-11-10T08:00:00Z",NA,NA,NA,NA,162,19754
"HABs-MontereyWharf_2010-11-17T08:00:00Z",NA,NA,NA,NA,2640,10156
"HABs-MontereyWharf_2010-11-24T08:00:00Z",NA,NA,NA,NA,10697,37275
"HABs-MontereyWharf_2010-12-01T08:00:00Z",NA,NA,NA,NA,2846,12218
"HABs-MontereyWharf_2010-12-08T08:00:00Z",NA,NA,NA,NA,31641,58923
"HABs-MontereyWharf_2010-12-15T08:00:00Z",NA,NA,NA,NA,1474,5899
"HABs-MontereyWharf_2010-12-22T08:00:00Z",NA,NA,NA,NA,0,205
"HABs-MontereyWharf_2010-12-29T08:00:00Z",NA,NA,NA,NA,0,0
"HABs-MontereyWharf_2011-01-05T08:00:00Z",NA,NA,NA,NA,0,0
"HABs-MontereyWharf_2011-01-12T08:00:00Z",NA,NA,NA,NA,0,NA
"HABs-MontereyWharf_2011-01-21T08:00:00Z",NA,NA,NA,NA,0,0
"HABs-MontereyWharf_2011-01-26T08:00:00Z",NA,NA,NA,NA,0,0
"HABs-MontereyWharf_2011-02-01T08:00:00Z",NA,NA,NA,NA,0,0
"HABs-MontereyWharf_2011-02-09T08:00:00Z",NA,NA,NA,NA,842,6479
"HABs-MontereyWharf_2011-02-16T08:00:00Z",NA,NA,NA,NA,428,14272
"HABs-MontereyWharf_2011-02-23T08:00:00Z",NA,NA,NA,NA,0,17429
"HABs-MontereyWharf_2011-03-03T08:00:00Z",NA,NA,NA,NA,1942,25553
"HABs-MontereyWharf_2011-03-09T08:00:00Z",NA,NA,NA,NA,0,98965
"HABs-MontereyWharf_2011-03-16T07:00:00Z",NA,NA,NA,NA,637,26579
"HABs-MontereyWharf_2011-03-23T07:00:00Z",NA,NA,NA,NA,0,6246
"HABs-MontereyWharf_2011-04-01T07:00:00Z",NA,NA,NA,NA,0,1293
"HABs-MontereyWharf_2011-04-06T07:00:00Z",NA,NA,NA,NA,0,0
"HABs-MontereyWharf_2011-04-13T07:00:00Z",NA,NA,NA,NA,428,1715
"HABs-MontereyWharf_2011-04-20T07:00:00Z",NA,NA,NA,NA,2122,11789
"HABs-MontereyWharf_2011-04-27T07:00:00Z",NA,NA,NA,NA,4192,7910
"HABs-MontereyWharf_2011-05-04T07:00:00Z",NA,NA,NA,NA,1529,2637
"HABs-MontereyWharf_2011-05-11T07:00:00Z",NA,NA,NA,NA,0,1655
"HABs-MontereyWharf_2011-06-15T07:00:00Z",NA,NA,NA,NA,0,420
"HABs-MontereyWharf_2011-06-28T07:00:00Z",NA,NA,NA,NA,4238,14082
"HABs-MontereyWharf_2014-07-03T07:00:00Z",NA,NA,NA,NA,19067,164797
"HABs-NewportPier_2008-06-30T07:00:00Z",0,0,0,0,5200,0
"HABs-NewportPier_2008-07-08T07:00:00Z",0,0,0,0,363978,41598
"HABs-NewportPier_2008-07-14T07:00:00Z",0,0,5200,5200,41598,20799
"HABs-NewportPier_2008-07-21T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-07-28T07:00:00Z",0,0,0,0,41598,0
"HABs-NewportPier_2008-08-04T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-08-11T07:00:00Z",0,0,0,15599,0,0
"HABs-NewportPier_2008-08-18T07:00:00Z",0,0,0,103994,0,0
"HABs-NewportPier_2008-08-25T07:00:00Z",0,0,0,57197,25998,0
"HABs-NewportPier_2008-09-02T07:00:00Z",0,0,0,0,46797,0
"HABs-NewportPier_2008-09-08T07:00:00Z",0,0,0,5200,0,0
"HABs-NewportPier_2008-09-16T07:00:00Z",0,0,0,10399,0,0
"HABs-NewportPier_2008-09-22T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-09-29T07:00:00Z",0,0,0,10399,0,0
"HABs-NewportPier_2008-10-06T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-10-13T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-10-20T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-10-27T07:00:00Z",0,0,10399,0,0,0
"HABs-NewportPier_2008-11-03T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-11-17T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-11-24T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-12-01T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2008-12-08T08:00:00Z",51997,0,0,0,0,0
"HABs-NewportPier_2008-12-15T08:00:00Z",10399,0,0,0,20799,57197
"HABs-NewportPier_2008-12-22T08:00:00Z",31198,0,0,0,0,0
"HABs-NewportPier_2009-01-07T08:00:00Z",10399,0,0,0,0,0
"HABs-NewportPier_2009-01-12T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-01-19T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-01-26T08:00:00Z",5200,0,0,0,0,0
"HABs-NewportPier_2009-02-02T08:00:00Z",0,0,0,0,15599,0
"HABs-NewportPier_2009-02-09T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-02-18T08:00:00Z",0,0,0,0,25998,0
"HABs-NewportPier_2009-02-23T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-03-04T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-03-11T07:00:00Z",0,0,0,0,0,20799
"HABs-NewportPier_2009-03-17T07:00:00Z",0,0,0,0,10399,0
"HABs-NewportPier_2009-03-24T07:00:00Z",0,5200,0,0,10399,0
"HABs-NewportPier_2009-04-01T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-04-06T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-04-14T07:00:00Z",0,0,0,0,57197,88395
"HABs-NewportPier_2009-04-20T07:00:00Z",0,0,0,0,46797,25998
"HABs-NewportPier_2009-04-27T07:00:00Z",0,0,0,0,0,41598
"HABs-NewportPier_2009-05-05T07:00:00Z",0,0,0,0,10399,51997
"HABs-NewportPier_2009-05-11T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-05-18T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-05-28T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-06-02T07:00:00Z",0,0,0,0,10399,0
"HABs-NewportPier_2009-06-08T07:00:00Z",0,0,0,0,41598,62396
"HABs-NewportPier_2009-06-15T07:00:00Z",0,0,0,5200,20799,0
"HABs-NewportPier_2009-06-22T07:00:00Z",0,0,0,0,20799,0
"HABs-NewportPier_2009-06-29T07:00:00Z",0,0,5200,10399,10399,0
"HABs-NewportPier_2009-07-06T07:00:00Z",0,0,0,0,20799,0
"HABs-NewportPier_2009-07-13T07:00:00Z",0,0,0,0,15599,0
"HABs-NewportPier_2009-07-20T07:00:00Z",0,0,0,0,20799,0
"HABs-NewportPier_2009-07-27T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-08-03T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-08-11T07:00:00Z",0,0,0,5200,0,0
"HABs-NewportPier_2009-08-17T07:00:00Z",0,0,0,10399,0,0
"HABs-NewportPier_2009-08-25T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-09-02T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-09-09T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-09-14T07:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-09-22T07:00:00Z",0,0,0,31198,20799,0
"HABs-NewportPier_2009-09-28T07:00:00Z",0,0,0,72796,0,0
"HABs-NewportPier_2009-10-05T07:00:00Z",0,0,0,114393,0,0
"HABs-NewportPier_2009-10-13T07:00:00Z",0,0,0,31198,0,0
"HABs-NewportPier_2009-10-19T07:00:00Z",0,0,0,41598,15599,20799
"HABs-NewportPier_2009-10-27T07:00:00Z",0,0,0,5200,0,0
"HABs-NewportPier_2009-11-03T08:00:00Z",5200,0,0,114393,0,0
"HABs-NewportPier_2009-11-10T08:00:00Z",5200,0,0,5200,0,0
"HABs-NewportPier_2009-11-18T08:00:00Z",0,0,0,15599,0,0
"HABs-NewportPier_2009-11-24T08:00:00Z",0,0,0,62396,0,0
"HABs-NewportPier_2009-11-30T08:00:00Z",0,0,0,10399,0,0
"HABs-NewportPier_2009-12-07T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-12-15T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2009-12-21T08:00:00Z",0,0,0,36398,0,0
"HABs-NewportPier_2010-01-06T08:00:00Z",0,0,0,5200,0,0
"HABs-NewportPier_2010-01-20T08:00:00Z",0,0,0,5200,0,0
"HABs-NewportPier_2010-01-25T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2010-02-01T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2010-02-15T08:00:00Z",0,0,0,41598,0,0
"HABs-NewportPier_2010-02-22T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2010-03-01T08:00:00Z",0,0,0,0,0,0
"HABs-NewportPier_2010-03-08T08:00:00Z",0,0,0,5200,0,0
"HABs-NewportPier_2010-03-15T07:00:00Z",0,0,0,0,41598,192388
"HABs-NewportPier_2010-03-22T07:00:00Z",0,0,0,0,10399,135192
