"id","Alexandrium ( cells/L )","Pseudo-nitzschia seriata ( cells/L )","Ammonium ( uM )","Nitrate ( uM )","Nitrite ( uM )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","locationID","eventDate"
"HABs-NewportPier_2009-04-01T07:00:00Z",0,0,1.82,0.81,0,0.36,8.52,15,"NewportPier",2009-04-01
"HABs-NewportPier_2009-04-06T07:00:00Z",0,0,4.89,0.88,0.13,0.47,5.51,15,"NewportPier",2009-04-06
"HABs-NewportPier_2009-04-14T07:00:00Z",0,88395,1.83,0.59,0,0.3,3.42,15.5,"NewportPier",2009-04-14
"HABs-NewportPier_2009-04-20T07:00:00Z",0,25998,2.52,0.61,0,0.3,5.36,15,"NewportPier",2009-04-20
"HABs-NewportPier_2009-04-27T07:00:00Z",0,41598,1.76,0.51,0,0.24,0,16,"NewportPier",2009-04-27
"HABs-NewportPier_2009-05-05T07:00:00Z",0,51997,1.58,0.91,0,0.23,0,16.5,"NewportPier",2009-05-05
"HABs-NewportPier_2009-05-11T07:00:00Z",0,0,3.29,0.62,0,0.17,0,18,"NewportPier",2009-05-11
"HABs-NewportPier_2009-05-18T07:00:00Z",0,0,1.46,0.61,0,0.17,0,20,"NewportPier",2009-05-18
"HABs-NewportPier_2009-05-28T07:00:00Z",0,0,2.96,0.82,0.11,0.44,3.91,NA,"NewportPier",2009-05-28
"HABs-NewportPier_2009-06-02T07:00:00Z",0,0,2.01,1.86,0.17,0.42,6.08,17,"NewportPier",2009-06-02
"HABs-NewportPier_2009-06-08T07:00:00Z",0,62396,2.58,3.12,0.12,0.35,5.43,16.5,"NewportPier",2009-06-08
"HABs-NewportPier_2009-06-15T07:00:00Z",0,0,1.56,1.18,0.22,0.39,4.36,17,"NewportPier",2009-06-15
"HABs-NewportPier_2009-06-22T07:00:00Z",0,0,1.79,0.63,0,0.39,4.88,19.5,"NewportPier",2009-06-22
"HABs-NewportPier_2009-06-29T07:00:00Z",0,0,1.72,0.94,0.13,0.5,6.11,17.5,"NewportPier",2009-06-29
"HABs-NewportPier_2009-07-06T07:00:00Z",0,0,1.42,1.1,0,0.46,7.55,16,"NewportPier",2009-07-06
"HABs-NewportPier_2009-07-13T07:00:00Z",0,0,2.34,0.84,0.15,0.31,1.01,21,"NewportPier",2009-07-13
"HABs-NewportPier_2009-07-20T07:00:00Z",0,0,1.73,0.54,0.15,0.25,0,21,"NewportPier",2009-07-20
"HABs-NewportPier_2009-07-27T07:00:00Z",0,0,1.08,0.45,0.13,0.22,0,23,"NewportPier",2009-07-27
"HABs-NewportPier_2009-08-03T07:00:00Z",0,0,2.39,3.12,0.27,0.39,2.83,22,"NewportPier",2009-08-03
"HABs-NewportPier_2009-08-11T07:00:00Z",0,0,1.89,0.67,0.15,0.3,1.41,19.5,"NewportPier",2009-08-11
"HABs-NewportPier_2009-08-17T07:00:00Z",0,0,0.47,0.29,0,0.24,1.03,21.5,"NewportPier",2009-08-17
"HABs-NewportPier_2009-08-25T07:00:00Z",0,0,2.18,0.98,0.28,0.28,1.27,20,"NewportPier",2009-08-25
"HABs-NewportPier_2009-09-02T07:00:00Z",0,0,1.26,0.5,0.11,0.25,1.96,23,"NewportPier",2009-09-02
"HABs-NewportPier_2009-09-09T07:00:00Z",0,0,1.55,0.57,0,0.22,1.05,24,"NewportPier",2009-09-09
"HABs-NewportPier_2009-09-14T07:00:00Z",0,0,1.17,0.62,0,0.24,0,22,"NewportPier",2009-09-14
"HABs-NewportPier_2009-09-22T07:00:00Z",0,0,1.43,0.46,0.1,0.33,1.62,21,"NewportPier",2009-09-22
"HABs-NewportPier_2009-09-28T07:00:00Z",0,0,1.51,0.57,0,0.27,1.27,21,"NewportPier",2009-09-28
"HABs-NewportPier_2009-10-05T07:00:00Z",0,0,1.63,0.57,0,0.4,2.4,19.5,"NewportPier",2009-10-05
"HABs-NewportPier_2009-10-13T07:00:00Z",0,0,1.9,0.59,0,0.39,3.29,19,"NewportPier",2009-10-13
"HABs-NewportPier_2009-10-19T07:00:00Z",0,20799,1.42,0.28,0,0.29,2.35,21,"NewportPier",2009-10-19
"HABs-NewportPier_2009-10-27T07:00:00Z",0,0,2.02,0.69,0.16,0.33,1.2,20,"NewportPier",2009-10-27
"HABs-NewportPier_2009-11-03T08:00:00Z",0,0,1.53,0.36,0.14,0.39,3.27,16,"NewportPier",2009-11-03
"HABs-NewportPier_2009-11-10T08:00:00Z",0,0,2.21,0.71,0,1.82,2.99,17,"NewportPier",2009-11-10
"HABs-NewportPier_2009-11-18T08:00:00Z",0,0,1.65,0.48,0.11,0.28,8.96,17,"NewportPier",2009-11-18
"HABs-NewportPier_2009-11-24T08:00:00Z",0,0,2.33,0.65,0.27,0.24,2.72,17.5,"NewportPier",2009-11-24
"HABs-NewportPier_2009-11-30T08:00:00Z",0,0,2.12,0.51,0.11,0.32,4.26,16,"NewportPier",2009-11-30
"HABs-NewportPier_2009-12-07T08:00:00Z",0,0,2.18,0.52,0.11,0.29,2.34,16,"NewportPier",2009-12-07
"HABs-NewportPier_2009-12-15T08:00:00Z",0,0,1.98,0.59,0.11,0.27,2.9,15.5,"NewportPier",2009-12-15
"HABs-NewportPier_2009-12-21T08:00:00Z",0,0,2.38,0.56,0.36,0.19,1.89,16,"NewportPier",2009-12-21
"HABs-NewportPier_2010-01-06T08:00:00Z",0,0,1.74,0.43,0,0.23,2.79,15.5,"NewportPier",2010-01-06
"HABs-NewportPier_2010-01-20T08:00:00Z",0,0,2.61,0.84,0.17,0.29,2.86,16,"NewportPier",2010-01-20
"HABs-NewportPier_2010-01-25T08:00:00Z",0,0,2.7,1.12,0.21,0.36,3.53,16,"NewportPier",2010-01-25
"HABs-NewportPier_2010-02-01T08:00:00Z",0,0,2.39,1.51,0.28,0.35,4.59,15.5,"NewportPier",2010-02-01
"HABs-NewportPier_2010-02-15T08:00:00Z",0,0,1.9,1.73,0.29,0.35,3.17,16,"NewportPier",2010-02-15
"HABs-NewportPier_2010-02-22T08:00:00Z",0,0,1.78,1.17,0.15,0.22,2.7,16,"NewportPier",2010-02-22
"HABs-NewportPier_2010-03-01T08:00:00Z",0,0,3.39,1.93,0.62,0.37,3.44,16,"NewportPier",2010-03-01
"HABs-NewportPier_2010-03-08T08:00:00Z",0,0,1.51,5.05,0.18,0.63,7.88,16,"NewportPier",2010-03-08
"HABs-NewportPier_2010-03-15T07:00:00Z",0,192388,1.65,1.56,0.13,0.23,2.25,15,"NewportPier",2010-03-15
"HABs-NewportPier_2010-03-22T07:00:00Z",0,135192,1.06,0.53,0,0.18,0,15,"NewportPier",2010-03-22
"HABs-NewportPier_2010-03-31T07:00:00Z",0,0,3.07,0.47,0.29,0.27,1.94,16.5,"NewportPier",2010-03-31
"HABs-NewportPier_2010-04-05T07:00:00Z",0,0,4.18,1.01,0.46,0.23,2.34,16.5,"NewportPier",2010-04-05
"HABs-NewportPier_2010-04-12T07:00:00Z",0,0,1.62,0.49,0,0.25,2.68,16.5,"NewportPier",2010-04-12
"HABs-NewportPier_2010-04-18T07:00:00Z",0,0,1.41,0.36,0,0.34,4.31,18,"NewportPier",2010-04-18
"HABs-NewportPier_2010-04-26T07:00:00Z",0,69329,1.62,7.05,0.55,0.4,9.04,15,"NewportPier",2010-04-26
"HABs-NewportPier_2010-05-03T07:00:00Z",0,129992,1.25,0.41,0.31,0.18,0,15,"NewportPier",2010-05-03
"HABs-NewportPier_2010-05-10T07:00:00Z",0,0,1.78,0.27,0.18,0.2,0,16.5,"NewportPier",2010-05-10
"HABs-NewportPier_2010-05-17T07:00:00Z",0,10399,3.62,0.89,0.62,0.19,1.29,17,"NewportPier",2010-05-17
"HABs-NewportPier_2010-05-24T07:00:00Z",0,0,2.47,7.94,0.4,0.66,7.82,14,"NewportPier",2010-05-24
"HABs-NewportPier_2010-06-02T07:00:00Z",0,5200,1.48,0.48,0,0.21,5.83,19,"NewportPier",2010-06-02
"HABs-NewportPier_2010-06-10T07:00:00Z",0,2599.8438,1.71,0.73,0,0.23,2.5,19,"NewportPier",2010-06-10
"HABs-NewportPier_2010-06-16T07:00:00Z",0,0,2.69,0.77,0.24,0.16,3.09,20,"NewportPier",2010-06-16
"HABs-NewportPier_2010-06-22T07:00:00Z",0,0,2.56,0.53,0.36,0.11,2.4,20.5,"NewportPier",2010-06-22
"HABs-NewportPier_2010-06-28T07:00:00Z",0,0,0.32,0,0,0.17,5.51,20,"NewportPier",2010-06-28
"HABs-NewportPier_2010-07-06T07:00:00Z",0,31198,1.95,0.54,0,0.22,2.31,19,"NewportPier",2010-07-06
"HABs-NewportPier_2010-07-12T07:00:00Z",0,2600,1.76,0.37,0,0.16,3.55,19.5,"NewportPier",2010-07-12
"HABs-NewportPier_2010-07-19T07:00:00Z",0,0,6.02,0.97,0.29,0.16,3.48,20,"NewportPier",2010-07-19
"HABs-NewportPier_2010-07-28T07:00:00Z",0,0,1.89,0.21,0.11,0.25,4.56,18,"NewportPier",2010-07-28
"HABs-NewportPier_2010-08-03T07:00:00Z",0,0,4.66,0.38,0.38,0.17,1.41,17,"NewportPier",2010-08-03
"HABs-NewportPier_2010-08-09T07:00:00Z",0,0,1.47,0.29,0,0.19,3.73,19,"NewportPier",2010-08-09
"HABs-NewportPier_2010-08-18T07:00:00Z",0,41598,1.86,0.84,0,0.16,0,17.5,"NewportPier",2010-08-18
"HABs-NewportPier_2010-08-25T07:00:00Z",0,0,1.63,0.56,0,0.22,5.29,18,"NewportPier",2010-08-25
"HABs-NewportPier_2010-08-30T07:00:00Z",0,0,1.37,0.73,0.11,0.22,5.26,19.5,"NewportPier",2010-08-30
"HABs-NewportPier_2010-09-09T07:00:00Z",0,36398,4.53,4.01,0.26,0.63,5,19.5,"NewportPier",2010-09-09
"HABs-NewportPier_2010-09-13T07:00:00Z",0,0,3.48,0.78,0,0.27,1.76,16,"NewportPier",2010-09-13
"HABs-NewportPier_2010-09-20T07:00:00Z",0,0,2.87,0.52,0.19,0.15,0,17.5,"NewportPier",2010-09-20
"HABs-NewportPier_2010-09-27T07:00:00Z",0,0,1.59,0.57,0,0.2,2.16,20,"NewportPier",2010-09-27
"HABs-NewportPier_2010-10-04T07:00:00Z",0,0,1.86,0.28,0.26,0.23,2.43,19.5,"NewportPier",2010-10-04
"HABs-NewportPier_2010-10-13T07:00:00Z",0,0,1.49,0.29,0.12,0.16,1.22,20,"NewportPier",2010-10-13
"HABs-NewportPier_2010-10-19T07:00:00Z",0,0,2.99,0.95,0.1,0.27,2.15,19,"NewportPier",2010-10-19
"HABs-NewportPier_2010-10-25T07:00:00Z",0,0,1.77,0.65,0,0.24,2.78,20,"NewportPier",2010-10-25
"HABs-NewportPier_2010-11-01T07:00:00Z",0,0,2.03,1.03,0.14,0.28,2.34,17.5,"NewportPier",2010-11-01
"HABs-NewportPier_2010-11-08T08:00:00Z",0,18199,1.29,0.65,0.12,0.23,2.45,18,"NewportPier",2010-11-08
"HABs-NewportPier_2010-11-15T08:00:00Z",0,0,1.78,0.46,0,0.2,2.55,17.5,"NewportPier",2010-11-15
"HABs-NewportPier_2010-11-29T08:00:00Z",0,0,4.33,11.64,0.36,1.08,11.7,11.5,"NewportPier",2010-11-29
"HABs-NewportPier_2010-12-06T08:00:00Z",0,49397,1.65,0.49,0,0.29,0,15,"NewportPier",2010-12-06
"HABs-NewportPier_2010-12-13T08:00:00Z",0,80595,1.79,0.54,0,0.31,1.9,16,"NewportPier",2010-12-13
"HABs-NewportPier_2010-12-20T08:00:00Z",0,7800,1.75,1.75,0.15,0.52,3.4,14.3,"NewportPier",2010-12-20
"HABs-NewportPier_2011-01-03T08:00:00Z",0,0,2.01,2.41,0.15,0.51,5.14,13,"NewportPier",2011-01-03
"HABs-NewportPier_2011-01-10T08:00:00Z",0,0,2.24,0.85,0.12,0.3,2.11,13.8,"NewportPier",2011-01-10
"HABs-NewportPier_2011-01-17T08:00:00Z",5200,10399,3.06,1.28,0.14,0.35,2.71,15,"NewportPier",2011-01-17
"HABs-NewportPier_2011-01-24T08:00:00Z",10399,36398,0.45,0.26,0,0.19,0,16,"NewportPier",2011-01-24
"HABs-NewportPier_2011-01-31T08:00:00Z",0,38998,0.85,0.55,0.1,0.34,1.34,16,"NewportPier",2011-01-31
"HABs-NewportPier_2011-02-07T08:00:00Z",0,2600,0.4,0.28,0,0.22,1.02,17,"NewportPier",2011-02-07
"HABs-NewportPier_2011-02-14T08:00:00Z",5073,0,2.36,0.41,0,0.24,1,15.5,"NewportPier",2011-02-14
"HABs-NewportPier_2011-02-22T08:00:00Z",0,5200,1.89,1.2,0,0.29,1.29,15.5,"NewportPier",2011-02-22
"HABs-NewportPier_2011-03-01T08:00:00Z",23399,15599,0.93,2.43,0.11,0.36,3.71,15.5,"NewportPier",2011-03-01
"HABs-NewportPier_2011-03-08T08:00:00Z",0,10399,3.33,12.01,0.39,1.01,10.9,13.5,"NewportPier",2011-03-08
"HABs-NewportPier_2011-03-14T07:00:00Z",15599,49397,2,0.61,0,0.42,1.6,15,"NewportPier",2011-03-14
"HABs-NewportPier_2011-03-21T07:00:00Z",0,0,1.2,1.89,0,0.43,3.11,14.5,"NewportPier",2011-03-21
"HABs-NewportPier_2011-03-28T07:00:00Z",0,0,3.38,1.96,0,0.31,7.44,16,"NewportPier",2011-03-28
"HABs-NewportPier_2011-04-04T07:00:00Z",15599,0,2.41,0.4,0,0.25,4.61,17,"NewportPier",2011-04-04
"HABs-NewportPier_2011-04-11T07:00:00Z",0,187189,0.62,0.65,0,0.18,1.78,16,"NewportPier",2011-04-11
"HABs-NewportPier_2011-04-18T07:00:00Z",0,207988,1.27,0,0,0.16,0,17,"NewportPier",2011-04-18
"HABs-NewportPier_2011-04-25T07:00:00Z",0,2600,4.34,1.64,0.17,0.28,4.03,18,"NewportPier",2011-04-25
"HABs-NewportPier_2011-05-02T07:00:00Z",0,28598,4.06,13.19,0.31,1.23,13.6,14,"NewportPier",2011-05-02
"HABs-NewportPier_2011-05-09T07:00:00Z",0,5200,4.44,1.59,0,0.66,5.18,17,"NewportPier",2011-05-09
"HABs-NewportPier_2011-05-16T07:00:00Z",31198,15599,1.96,2.63,0.16,0.54,7.7,16.5,"NewportPier",2011-05-16
"HABs-NewportPier_2011-05-23T07:00:00Z",0,0,1.25,0.35,0,0.26,3.54,18,"NewportPier",2011-05-23
"HABs-NewportPier_2011-05-31T07:00:00Z",0,207988,1.03,5.98,0.17,0.57,7.03,15,"NewportPier",2011-05-31
"HABs-NewportPier_2011-06-06T07:00:00Z",0,142991,0.8,0,0,0.12,1.09,17.5,"NewportPier",2011-06-06
"HABs-NewportPier_2011-06-13T07:00:00Z",0,0,0.64,0,0,0.13,0,19,"NewportPier",2011-06-13
"HABs-NewportPier_2011-06-21T07:00:00Z",0,0,1.31,0,0,0.23,1.24,19.5,"NewportPier",2011-06-21
"HABs-NewportPier_2011-06-27T07:00:00Z",2600,18199,11.7,0.22,NA,0.16,1.91,20,"NewportPier",2011-06-27
"HABs-NewportPier_2011-07-05T07:00:00Z",0,0,17.9,0,NA,0.17,3.9,23,"NewportPier",2011-07-05
"HABs-NewportPier_2011-07-11T07:00:00Z",0,0,31.6,0,NA,0.22,3.79,20,"NewportPier",2011-07-11
"HABs-NewportPier_2011-07-18T07:00:00Z",0,12999,11.9,0,NA,0.28,4.4,20.5,"NewportPier",2011-07-18
"HABs-NewportPier_2011-07-25T07:00:00Z",2600,70196,28.5,0,NA,0.25,3.91,21,"NewportPier",2011-07-25
"HABs-NewportPier_2011-08-01T07:00:00Z",0,12999,27.9,0.98,NA,0.34,2.87,16.5,"NewportPier",2011-08-01
"HABs-NewportPier_2011-08-08T07:00:00Z",0,28598,12.9,0,NA,0.2,0,18.5,"NewportPier",2011-08-08
"HABs-NewportPier_2011-08-15T07:00:00Z",0,0,10.1,0,NA,0.22,1.85,20.5,"NewportPier",2011-08-15
"HABs-NewportPier_2011-08-22T07:00:00Z",0,0,77,0,NA,0.17,0,21,"NewportPier",2011-08-22
"HABs-NewportPier_2011-08-29T07:00:00Z",0,0,2.44,0.22,0,0.3,4.29,19.5,"NewportPier",2011-08-29
"HABs-NewportPier_2011-09-07T07:00:00Z",0,12999,2.53,0,0,0.27,6,18,"NewportPier",2011-09-07
"HABs-NewportPier_2011-09-12T07:00:00Z",0,0,0.77,0,0,0.2,2.15,20,"NewportPier",2011-09-12
"HABs-NewportPier_2011-09-19T07:00:00Z",0,0,1.11,0,0,0.23,1.48,19,"NewportPier",2011-09-19
"HABs-NewportPier_2011-09-27T07:00:00Z",0,0,2.22,0,0,0.2,3.59,19,"NewportPier",2011-09-27
"HABs-NewportPier_2011-10-03T07:00:00Z",0,0,13.2,0,0,0.25,4.09,19,"NewportPier",2011-10-03
"HABs-NewportPier_2011-10-10T07:00:00Z",0,5200,0.93,0,0,0.23,2.44,19,"NewportPier",2011-10-10
"HABs-NewportPier_2011-10-17T07:00:00Z",0,0,17.9,0.25,0.11,0.24,1.64,18.5,"NewportPier",2011-10-17
"HABs-NewportPier_2011-10-24T07:00:00Z",0,0,1.2,0.23,0,0.17,1.9,18,"NewportPier",2011-10-24
"HABs-NewportPier_2011-10-31T07:00:00Z",0,10399,3.66,0.25,0,0.24,2.77,17,"NewportPier",2011-10-31
"HABs-NewportPier_2011-11-07T08:00:00Z",0,0,3.57,0.42,0,0.35,2.48,16.5,"NewportPier",2011-11-07
"HABs-NewportPier_2011-11-14T08:00:00Z",0,2600,3.32,0.26,0,0.27,2.11,17.5,"NewportPier",2011-11-14
"HABs-NewportPier_2011-11-21T08:00:00Z",0,64996,0.73,0,0,0.21,0,17,"NewportPier",2011-11-21
"HABs-NewportPier_2011-11-28T08:00:00Z",0,33798,0.98,0.22,0,0.2,0,17,"NewportPier",2011-11-28
"HABs-NewportPier_2011-12-05T08:00:00Z",0,0,0.21,0,0,0.21,0,15.5,"NewportPier",2011-12-05
"HABs-NewportPier_2011-12-12T08:00:00Z",0,0,0.24,0.31,0,0.23,0,15,"NewportPier",2011-12-12
"HABs-NewportPier_2011-12-19T08:00:00Z",0,0,4.4,0.48,0,0.33,2.08,14,"NewportPier",2011-12-19
"HABs-NewportPier_2012-01-03T08:00:00Z",0,0,0.77,0.68,0.1,0.31,2.79,14,"NewportPier",2012-01-03
"HABs-NewportPier_2012-01-09T08:00:00Z",0,0,0.77,0.27,0,0.28,3.7,16,"NewportPier",2012-01-09
"HABs-NewportPier_2012-01-17T08:00:00Z",0,106594,0.47,0,0,0.22,0,14,"NewportPier",2012-01-17
"HABs-NewportPier_2012-01-23T08:00:00Z",0,23399,0.57,0,0.1,0.15,1.38,15,"NewportPier",2012-01-23
"HABs-NewportPier_2012-01-30T08:00:00Z",0,75395,1.35,0.28,0,0.16,0,15,"NewportPier",2012-01-30
"HABs-NewportPier_2012-02-06T08:00:00Z",0,20799,0.77,0.27,0,0.28,3.7,16,"NewportPier",2012-02-06
"HABs-NewportPier_2012-02-13T08:00:00Z",0,12999,0.47,0,0,0.22,0,16,"NewportPier",2012-02-13
"HABs-NewportPier_2012-02-21T08:00:00Z",0,0,0.57,0,0.1,0.15,1.38,13,"NewportPier",2012-02-21
"HABs-NewportPier_2012-02-27T08:00:00Z",0,0,1.35,0.28,0,0.16,0,15,"NewportPier",2012-02-27
"HABs-NewportPier_2012-03-05T08:00:00Z",0,15599,0.49,0,0,0.14,0,16,"NewportPier",2012-03-05
"HABs-NewportPier_2012-03-12T07:00:00Z",0,12999,0.43,0.62,0,0.27,1.21,14,"NewportPier",2012-03-12
"HABs-NewportPier_2012-03-19T07:00:00Z",0,10399,3.8,5.83,0.27,0.43,6.04,13.5,"NewportPier",2012-03-19
"HABs-NewportPier_2012-03-26T07:00:00Z",0,0,0.52,1.33,0,0.21,1.95,15,"NewportPier",2012-03-26
"HABs-NewportPier_2012-04-02T07:00:00Z",0,90995,2.74,0.6,0,0,0,15,"NewportPier",2012-04-02
"HABs-NewportPier_2012-04-09T07:00:00Z",0,5200,2.31,0.61,0,0.17,4.07,16,"NewportPier",2012-04-09
"HABs-NewportPier_2012-04-16T07:00:00Z",0,246985,2.66,3.37,0.22,0.81,8.83,15,"NewportPier",2012-04-16
"HABs-NewportPier_2012-04-23T07:00:00Z",0,158590,3.6,2.22,0.11,0.46,1.95,17,"NewportPier",2012-04-23
"HABs-NewportPier_2012-05-01T07:00:00Z",0,49397,1.25,0.32,0,0.17,0,15.5,"NewportPier",2012-05-01
"HABs-NewportPier_2012-05-07T07:00:00Z",0,0,1.51,0.42,0,0.22,1.01,17,"NewportPier",2012-05-07
"HABs-NewportPier_2012-05-14T07:00:00Z",0,7800,3.08,1.06,0.1,0.43,2.3,18,"NewportPier",2012-05-14
"HABs-NewportPier_2012-05-21T07:00:00Z",2600,5200,1.58,0.48,0,0.33,1.95,19.5,"NewportPier",2012-05-21
"HABs-NewportPier_2012-05-29T07:00:00Z",0,12999,3.18,0.39,0,0.27,0,18.5,"NewportPier",2012-05-29
"HABs-NewportPier_2012-06-04T07:00:00Z",0,10399,1.4,0.4,0.11,0.28,0,20,"NewportPier",2012-06-04
"HABs-NewportPier_2012-06-11T07:00:00Z",0,0,4.82,1.17,0,0.37,1.63,21.5,"NewportPier",2012-06-11
"HABs-NewportPier_2012-06-18T07:00:00Z",0,0,1.98,0.43,0.1,0.39,1.78,20,"NewportPier",2012-06-18
"HABs-NewportPier_2012-06-25T07:00:00Z",0,15599,0.52,0.24,0,0.22,3.54,18,"NewportPier",2012-06-25
"HABs-NewportPier_2012-07-02T07:00:00Z",0,7800,1.98,0.58,0,0.16,1.41,19,"NewportPier",2012-07-02
"HABs-NewportPier_2012-07-09T07:00:00Z",0,2600,2.28,2.37,0,0.23,0,19,"NewportPier",2012-07-09
"HABs-NewportPier_2012-07-16T07:00:00Z",0,12999,2.34,0.55,0.11,0.14,0,20,"NewportPier",2012-07-16
"HABs-NewportPier_2012-07-23T07:00:00Z",0,0,2.05,0.57,0,0.27,0,21,"NewportPier",2012-07-23
"HABs-NewportPier_2012-08-06T07:00:00Z",0,0,3.09,0.44,0,0.41,0,19.5,"NewportPier",2012-08-06
"HABs-NewportPier_2012-08-13T07:00:00Z",0,0,1.72,0.33,0,0.46,0,22,"NewportPier",2012-08-13
"HABs-NewportPier_2012-08-20T07:00:00Z",0,0,0.67,0.26,0,0.27,0,20.5,"NewportPier",2012-08-20
"HABs-NewportPier_2012-08-27T07:00:00Z",0,0,18.8,0.81,0,0.23,0,22.5,"NewportPier",2012-08-27
"HABs-NewportPier_2012-09-04T07:00:00Z",0,0,0.97,0.34,0,0.24,1.82,21.5,"NewportPier",2012-09-04
"HABs-NewportPier_2012-09-10T07:00:00Z",0,23399,1.81,0.68,0,0.22,1.64,23,"NewportPier",2012-09-10
"HABs-NewportPier_2012-09-17T07:00:00Z",0,59796,1.11,0.29,0,0.24,2,19.5,"NewportPier",2012-09-17
"HABs-NewportPier_2012-09-24T07:00:00Z",0,0,33.7,0.9,0,0.21,3.89,22,"NewportPier",2012-09-24
"HABs-NewportPier_2012-10-01T07:00:00Z",0,0,1.33,0.24,0.15,0.22,0,19,"NewportPier",2012-10-01
"HABs-NewportPier_2012-10-08T07:00:00Z",0,0,1.34,0.25,0,0.16,0,21,"NewportPier",2012-10-08
"HABs-NewportPier_2012-10-15T07:00:00Z",0,15599,0.63,0,0,0.31,0,18,"NewportPier",2012-10-15
"HABs-NewportPier_2012-10-22T07:00:00Z",0,0,0.97,0.25,0,0.24,0,NA,"NewportPier",2012-10-22
"HABs-NewportPier_2012-10-29T07:00:00Z",0,0,0.51,0.15,0,0.32,2.52,17.5,"NewportPier",2012-10-29
"HABs-NewportPier_2012-11-05T08:00:00Z",0,18199,0.31,0.15,0,0.32,2.53,17.5,"NewportPier",2012-11-05
"HABs-NewportPier_2012-11-12T08:00:00Z",0,10399,0.31,1.61,0.3,0.34,4.71,14,"NewportPier",2012-11-12
"HABs-NewportPier_2012-11-19T08:00:00Z",0,10399,0.79,0,0,0.36,2.04,15.5,"NewportPier",2012-11-19
"HABs-NewportPier_2012-12-10T08:00:00Z",0,0,0.98,0,0.1,0.47,4.7,14.5,"NewportPier",2012-12-10
"HABs-NewportPier_2012-12-17T08:00:00Z",0,0,0.68,0,0,0.38,2.82,14.5,"NewportPier",2012-12-17
"HABs-NewportPier_2013-01-02T08:00:00Z",0,28598,0.62,0.84,0,0.23,1.5,13,"NewportPier",2013-01-02
"HABs-NewportPier_2013-01-07T08:00:00Z",0,12999,0.45,0,0,0.16,0,13,"NewportPier",2013-01-07
"HABs-NewportPier_2013-01-22T08:00:00Z",0,41598,1.36,0.63,0,0.2,1.06,12,"NewportPier",2013-01-22
"HABs-NewportPier_2013-01-28T08:00:00Z",0,0,1.63,1.73,0,0.37,3.49,13,"NewportPier",2013-01-28
"HABs-NewportPier_2013-02-04T08:00:00Z",0,0,1.02,1.24,0,0.27,3.63,13,"NewportPier",2013-02-04
"HABs-NewportPier_2013-02-11T08:00:00Z",0,0,1.44,2.56,0.3,0.39,6.51,12.5,"NewportPier",2013-02-11
"HABs-NewportPier_2013-02-19T08:00:00Z",0,2600,1.34,1.87,0.2,0.29,3.29,13,"NewportPier",2013-02-19
"HABs-NewportPier_2013-02-25T08:00:00Z",0,2600,1.09,3.87,0.36,0.38,5.12,13,"NewportPier",2013-02-25
"HABs-NewportPier_2013-03-04T08:00:00Z",0,10399,1.23,0,0,0.14,0,14,"NewportPier",2013-03-04
"HABs-NewportPier_2013-03-11T07:00:00Z",0,0,1.46,6.78,0.36,0.62,7.01,13.4,"NewportPier",2013-03-11
"HABs-NewportPier_2013-03-18T07:00:00Z",0,10399,0.62,0.49,0,0.2,2.44,14.6,"NewportPier",2013-03-18
"HABs-NewportPier_2013-03-25T07:00:00Z",0,0,0.42,0.19,0,0.23,2.26,16.3,"NewportPier",2013-03-25
"HABs-NewportPier_2013-03-30T07:00:00Z",0,12999,0.86,0.46,0,0.26,1.02,16.5,"NewportPier",2013-03-30
"HABs-NewportPier_2013-04-02T07:00:00Z",0,226186,0.93,3.61,0.19,0.46,3.9,14.6,"NewportPier",2013-04-02
"HABs-NewportPier_2013-04-09T07:00:00Z",0,38998,2.53,14.27,0.36,1.05,15.63,12.6,"NewportPier",2013-04-09
"HABs-NewportPier_2013-04-15T07:00:00Z",0,127392,0.54,0,0,0.2,1.06,15.5,"NewportPier",2013-04-15
"HABs-NewportPier_2013-04-22T07:00:00Z",0,124793,3.29,0.35,0.1,0.11,0,15.6,"NewportPier",2013-04-22
"HABs-NewportPier_2013-04-29T07:00:00Z",0,0,1.55,0.51,0.11,0.15,1.49,16,"NewportPier",2013-04-29
"HABs-NewportPier_2013-05-06T07:00:00Z",0,0,1.28,0,0,0,0,17.8,"NewportPier",2013-05-06
"HABs-NewportPier_2013-05-13T07:00:00Z",0,0,1.37,0,0,0.22,1.75,18.9,"NewportPier",2013-05-13
"HABs-NewportPier_2013-05-20T07:00:00Z",0,0,1.91,0.27,0.14,0.16,1.53,19.2,"NewportPier",2013-05-20
"HABs-NewportPier_2013-05-27T07:00:00Z",0,0,1.84,0.23,0,0.17,1.99,20,"NewportPier",2013-05-27
"HABs-NewportPier_2013-06-03T07:00:00Z",0,2600,0.28,0,0,0.12,1.5,20.3,"NewportPier",2013-06-03
"HABs-NewportPier_2013-06-10T07:00:00Z",0,0,0.78,0,0,0.12,5.5,19,"NewportPier",2013-06-10
"HABs-NewportPier_2013-06-17T07:00:00Z",0,0,0.29,0,0.11,0,1.69,19.2,"NewportPier",2013-06-17
"HABs-NewportPier_2013-06-24T07:00:00Z",0,0,0.8,0.2,0,0.19,3.97,20.5,"NewportPier",2013-06-24
"HABs-NewportPier_2013-07-01T07:00:00Z",0,0,1.35,0,0.1,0.1,1.77,20.3,"NewportPier",2013-07-01
